Name,Ratings,Header,Date,Product_Details,Review,Helpful
Jitendra singh,1,Proper work nhi kr rha hai kuchh hi din bad flash  jaise ho rha hai.  Bad quality tv,23 May 2022,Pattern name: 4K Android SeriesSize name: 43 inches,,
VINUKONDA BHARADWAJA,5,Wonderful product,25 May 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Wonderful product from redmi,
Mohamed Aarief,5,Awesome tv,4 May 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Very good product..I luv it,
Kirubakaran,5,Awesome TV,28 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Awesome TV.... Loving it❤️,One person found this helpful
sudheer,1,Redmi tv32 strucking,13 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Vedio is strucking every half and hour.its very sad to buy this redmi tv 32anriod -11,
S J. Arun Kumar,1,Panel is problem,10 October 2021,Pattern name: 4K Android SeriesSize name: 50 inches,I spoke to Mi customer care & till now they did not resolve my problem. And also to customer care of Amazon & told that within 48hr a solution will be given. So far no reply. I need to send mail to Jeff the owner of Amazon rgds. Very very very worst service from Amazon & Mi.,
Vishal kumar,5,Good,14 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Just osm👍👍👍,
Sanjeev Kumar Ratna,1,Defective product,13 May 2022,Pattern name: 2K Android SeriesSize name: 32 inches,defective product,
Harish Bollineni ,5,Nice product,31 March 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Worth price Awesome Audio 30W👏 speaker with Dolby Atmos,7 people found this helpful
Amazon Customer,1,The internet connectivity is very bad,12 March 2022,Pattern name: 2K Android SeriesSize name: 43 inches,The internet connectivity is very bad (compared to my old Mi tv and amazon fire stick),
Mohamed,5,Value for money,27 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,One person found this helpful
Siddharth G.,2,Bad video quality,30 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,So much of motion blur that it is impossible to see any movement on screen...,One person found this helpful
Vinod patil,5,5star,23 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Nice,
Elumalai,2,Damged,16 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,I got TV in bad condition that Bezel gets out.technician came and handle in hard..am really disappointed.,One person found this helpful
shaik abdulsami,1,Iam observing a blue line at the left side edge of the tv,14 January 2022,Pattern name: 4K Android SeriesSize name: 65 inches,,
Manjeet Singh,1,There was no sound when connecting to DTH,20 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"There was no sound coming, it was bad experience, thankfully I returned it",One person found this helpful
Kumar khagendra raja,5,Awesome tv in this price.must buy rather than costly one..also made in india,30 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Best Tv in this price,
shivam kaushik,5,Playstore not fully supported,19 September 2022,Pattern name: 4K Android SeriesSize name: 43 inches,Playstor not fully supported ..this big problem in this . . .  .  .  . . . . . .,One person found this helpful
Vish...,1,Power battan does not work properly,14 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Power battan does not work properly andAmazon after sales service very bed experienceThey did not return policyCheat with me by AmazonBe careful,One person found this helpful
Anjaneyulu M,5,Excellent product from MI,29 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Picture quality is very good,
pawan girdhar,1,Fraud company,14 November 2021,Pattern name: 4K Android SeriesSize name: 50 inches,"Sony mxplayer etc. App not working. Nobody come to home after delivery. They just assure u they are coming, but they show that we have not picked there phone. They just wait your return and replace time is over. Even mails to amazn is not useful. Bought lg tv.",One person found this helpful
daveedu,5,Very good,22 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Awesome,
gaurav,1,i want to cancel this order and refund my money,14 November 2021,Pattern name: 2K Android SeriesSize name: 43 inches,,One person found this helpful
Ujjwal Mistry ,5,Excellent,22 June 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Excellent,
Kuldeep,1,Worst quality product black spot comes on the screen,13 December 2021,Pattern name: 2K Android SeriesSize name: 32 inches,"Writing review after 9 months of use 2 black spot comes on the screen worst quality tv don't waste your money on this tv instead of this I'll recommend sony tv ,otherwise you'll waste your money on this waste low quality tv",3 people found this helpful
MRINMOY MANDAL,1,Hdmi port is not working,25 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Amazon service was the worst service I have ever get.,
lucky dhanwani,5,Giving rewiw after one month using,14 October 2022,Pattern name: 2K Android SeriesSize name: 32 inches,,
Harsha,5,Best quality,12 June 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Seriously amazing,One person found this helpful
Vinoth,5,Superb,1 June 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Very gd product,One person found this helpful
Amar,1,Sound Volume Very Low While Using With DTH.,12 October 2021,Pattern name: 2K Android SeriesSize name: 32 inches,"When we use tv with DTH Tata Sky and view channels, then the sound output is very less, even after keeping full volume of tv as well as full volume of Tata Sky, the sound is very low. This is shown to installing person. What should I do, pls send someone and solve the problem.",One person found this helpful
Anubhav kumar,5,compare to others,27 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,go for it.. blindly 😉,One person found this helpful
Rajesh,1,Worest product after installing about an hour later no power to TV,11 November 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Really worest product and service also even after several calls to MI TV coustomer care no response really pathetic Amazon please make sure about the service also before you recommend. Till now we didn't see the picture quality and sound because power issue to TV and the service also,
Sk Sohil,5,Good,12 June 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,One person found this helpful
Maharaja,1,This is my nightmare those who want nightmare buy and cry,7 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,This is my first 4k tv after 5 year old vu tv .this is made in India that one reason is enough for poor quality .screen mirror very lag and installation customer service and technical support very poor they didn't contact us even complaint has been registered. I don't feel the difference when play 4k and 1080 video. Software hanging  sound quality poor,27 people found this helpful
Saquib Nagori,1,Picture quality is not good. Voice recognition dosnt work at all.,27 March 2022,Pattern name: 4K Android SeriesSize name: 55 inches,Dont buy . better go for Motorola zx pro,
ASHUTOSH,1,Pathetic support from Amazon,8 December 2021,Pattern name: 4K Android SeriesSize name: 65 inches,I got a faulty product the remote was not working. I requested for replacement and to replace the product Amazon took 2 months time and even I didn't get a replacement rather a refund was issued and that to after registering consumer complaint.,One person found this helpful
Rajesh Patkar,5,Go for it,27 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Value for money.,
Y SRINIVAS,5,nice picture quality,19 April 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Nice product go for it,
Priyanshu Jha,1,Worst Experience,14 November 2021,Pattern name: 4K Android SeriesSize name: 50 inches,We have worst Experience of Xiaomi authorised service engineer after buying a tv got defective product from Amazon and service engineer refused to provide any support.  I would recommend don't buy it go for any other brand. Don't waste your hard money 🤑💰 on such cheap products,
partha h.,1,Motherboard ded within 20days,14 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Tv was good but after 20days motherboard was ded...but warranty claied....i'm upset within 20days board was ded...I don't no what happened after😔 bad experience,One person found this helpful
Sougata das,5,Go for it,13 April 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,
Santhosh Pentakota,5,Ok,17 June 2021,Pattern name: 4K Android SeriesSize name: 65 inches,Good,
B Nikhil Kumar,1,Dissatisfied,12 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,From Day 2 it started Hanging Suddenly while watching tv or using remote,
Rajiv Dubey,1,Bad display quality,27 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Never suggestive, bad display quality at this range price",
Kamlesh,2,No buy,13 June 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Sound quality is not good and the system gets hang often and picture quality is average…,One person found this helpful
sreyas eyyani,5,Awesome,17 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,
sree,5,Good product,29 May 2021,Pattern name: 4K Android SeriesSize name: 50 inches,Value for money,One person found this helpful
Vaneet,5,Great work,31 July 2021,Pattern name: 4K Android SeriesSize name: 50 inches,,
Amazon Customer,1,Hanging and buffer issue,2 March 2022,Pattern name: 4K Android SeriesSize name: 55 inches,Technical issue of not fetching dth data or channel most of the time and tv has to be restarted,2 people found this helpful
gulshan sharma,1,Video hang problem in this tv,9 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,,One person found this helpful
Valand Vivek,1,this is very bad product. it's take so many time to turn on and its  future's  to slow.,14 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,this is very bad product. it's take so many time to turn on.,
Aravind,2,"Low picture quality, not 4k experience",9 July 2021,Pattern name: 4K Android SeriesSize name: 55 inches,The picture quality is not good as Sony or Samsung TV,
Akshay,5,Value for money!!!,12 April 2021,Pattern name: 4K Android SeriesSize name: 55 inches,Gr8 picture and sound quality.,
Santhosh,5,Loved,15 June 2021,Pattern name: 4K Android SeriesSize name: 65 inches,,
umesh dhaked,1,Apple TV app restarts my tv.,24 February 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"I can install apple tv app from playstore, but my TV restarts when i play anything on apple tv app.",
Seshagiri,1,Redmi brand services are worst - DON'T BUY,1 January 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Services are good till delivery, but redmi brand nstallation services are very worst, i made several follow up with Redmi brand installation and amazon , but installation is not completed.Better to go other brands except REDMI",4 people found this helpful
Anshu kumar,1,Service is bed and wrost of money,26 October 2021,Pattern name: 2K Android SeriesSize name: 43 inches,All things are good but the procedure for mi or xomi and Amazon is very bad i think it's help full for all customers to buy the chipper items and again again the fighting with 3 customers care for finding the solution. So plz be aware the product before buy it.,
Nataraj,1,Worst product don't parchesed,18 February 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Onely 15 days Tv panal problam don't parchesed in mi TV and amazon sarvice not good everyone membars please don't parchesed.,
VIPUL V P,1,Defective product,15 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Received a defective product, one thread for wall mount holes found missing",2 people found this helpful
